date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:49:15	23323/23323	---M--	200	added ('OK')	image/png	etag:%225b1b-5b6d237b715d1%22	../wp-content/uploads/2020/10/pattern-v.png	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/uploads/2020/10/pattern-v.png	(from ../)
23:49:15	60427/60427	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2016:49:15%20GMT	../lien-he/	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/lien-he/index.html	(from ../)
23:49:16	51380/51380	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2016:49:15%20GMT	../dang-nhap-sinh-vien/	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/dang-nhap-sinh-vien/index.html	(from ../)
23:49:16	1801/1801	---M-Z	200	added ('OK')	application/javascript	etag:%22709-5b6d232faac3f-gzip%22	../wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from ../)
23:49:16	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b472638cda40-gzip%22	../wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from ../)
23:49:17	51378/51378	---M-Z	200	added ('OK')	text/html	date:Mon,%2028%20Dec%202020%2016:49:16%20GMT	../dang-nhap-thu-thu/	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/dang-nhap-thu-thu/index.html	(from ../)
23:49:17	6595/6595	---M-Z	200	added ('OK')	application/javascript	etag:%2219c3-5b6d2267630fd-gzip%22	../wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.0.8	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min6173.js	(from ../)
23:49:20	64122/64122	---M-Z	200	added ('OK')	application/javascript	etag:%22fa7a-5b6d232efdb37-gzip%22	../wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.14	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.minc578.js	(from ../)
23:49:20	89496/89496	---M-Z	200	added ('OK')	application/javascript	etag:%2215d98-5b11746475f40-gzip%22	../wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-includes/js/jquery/jquery.min9d52.js	(from ../)
23:49:21	10863/10863	---M-Z	200	added ('OK')	application/javascript	etag:%222a6f-5b6d232f2dbda-gzip%22	../wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from ../)
23:49:21	20856/20856	---M-Z	200	added ('OK')	application/javascript	etag:%225178-5b11746475f40-gzip%22	../wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-includes/js/jquery/ui/core.min35d0.js	(from ../)
23:49:22	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-5b6d232fe6015-gzip%22	../wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from ../)
23:49:22	2578/2578	---M-Z	200	added ('OK')	application/javascript	etag:%22a12-5b6d232fc231c-gzip%22	../wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.14	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/share-link/share-link.minc578.js	(from ../)
23:49:24	172191/172191	---M-Z	200	added ('OK')	application/javascript	etag:%222a09f-5b6d2266f06db-gzip%22	../wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.0.8	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor-pro/assets/js/frontend.min6173.js	(from ../)
23:49:25	16154/16154	---M-Z	200	added ('OK')	application/javascript	etag:%223f1a-595c52fd2e6c0-gzip%22	../wp-includes/js/underscore.min.js?ver=1.8.3	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-includes/js/underscore.min4511.js	(from ../)
23:49:25	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%22437-595c52fd2e6c0-gzip%22	../wp-includes/js/wp-util.min.js?ver=5.6	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-includes/js/wp-util.min40df.js	(from ../)
23:49:26	754/754	---M-Z	200	added ('OK')	application/javascript	etag:%222f2-5b6d234ab1a1b-gzip%22	../wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.4	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min2745.js	(from ../)
23:49:27	120225/120225	---M-Z	200	added ('OK')	application/javascript	etag:%221d5a1-5b6d232f0b5b6-gzip%22	../wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.0.14	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/js/frontend.minc578.js	(from ../)
23:49:27	139153/139153	---M-Z	200	added ('OK')	application/javascript	etag:%2221f91-5b6d232fd5b65-gzip%22	../wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from ../)
23:49:29	128201/128201	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Dec%202020%2016:49:09%20GMT	../wp-json/	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-json/index.html	(from ../)
23:49:41	84384/84384	---M--	200	added ('OK')	font/woff2	etag:%22149a0-5b6d232f52a69%22	../wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.9.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff2	(from ../wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
23:49:41	279162/279162	---M--	200	added ('OK')	image/svg+xml	etag:%224427a-5b6d232f4cfa1%22	../wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.9.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.svg	(from ../wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
23:49:45	102204/102204	---M--	200	added ('OK')	font/woff	etag:%2218f3c-5b6d232f4f2cd%22	../wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.9.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff	(from ../wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
23:49:57	190360/190360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222e798-5b6d232f4b045%22	../wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.9.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.eot	(from ../wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
23:49:57	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%22128a0-5b6d232f894e4%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:00	190200/190200	---M--	200	added ('OK')	font/ttf	etag:%222e6f8-5b6d232f4f2cd%22	../wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.9.1	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.ttf	(from ../wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
23:50:03	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-5b6d232f8180b%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:03	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%22ad062-5b6d232f83745%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:10	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5b6d232f8b414%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:12	89100/89100	---M--	200	added ('OK')	font/woff	etag:%2215c0c-5b6d232f8759e%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:14	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%223508-5b6d232f8f2a5%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:16	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5b6d232f8b414%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:17	16800/16800	---M--	200	added ('OK')	font/woff	etag:%2241a0-5b6d232f8f2a5%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:17	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5b6d232f8b414%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:20	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222035a-5b6d232f8180b%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:23	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-5b6d232f8d36e%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:24	131624/131624	---M--	200	added ('OK')	font/ttf	etag:%2220228-5b6d232f8759e%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:32	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%2212934-5b6d232f98eaf%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
23:50:40	98996/98996	---M--	200	added ('OK')	font/woff	etag:%22182b4-5b6d232f98eaf%22	../wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/PHUNGDINHSON/Documents/test/thuvien/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from ../wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.14)
